SampleYear,SampleMonth,Period,Location,FilmDate,NoPts,AnalysisBy,AnalysisDate,Transect,AA,AC,AF,AG,AGSP,AH,AL,AP,APR,AT,AU,CN,CORAL,CORJU,DCY,DL,DSO,EF,FF,HC,IR,IS,MAFO,MAL,MAN,MAR,MC,MD,MDA,MF,MILA,MILC,MILS,ML,MM,MME,MSPP,MYSP,OA,OD,OFAV,OFRA,OX,PA,PB,PBSP,PC,PCL,PD,PF,PP,PS,SB,SC,SCSP,SH,SI,SL,SR,SS,SSPP,TC,BRIA,ENGO,ERYTH,FAN,GO,PLUME,ROD,WHIP,BALL,BASP,BOSP,CLIO,CLSP,ENSP,ROPE,SPO,TUBE,PALY,ZO,ZOSO,ANEM,CMOR,AMPH,CALG,CLAD,DICT,HALI,LIAG,LOBO,MACA,MICRO,PEY,RAMI,SARG,FLCY,LYNG,SCHIZ,EAC,B,P,R,RO,S,O,UNK,TWS,BL,BBD,WBD,PLA,YBD,DSD,DCOR,SCTLD,Check,Notes
2025,3,PostBL,Magens Bay,3/19/25,320,Erin Hollander,6/18/25,5,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,1.04,0,0,0,0,0,0,0.35,0,0.69,0.69,0.69,0.35,0,0,0,0,0,0,0,0,15.97,0,0,0,44.44,0,0,0,0,1.39,0,0,22.57,0,0,0,0,4.51,0,1.74,,0.35,0,0,0,0,0,0,0,100,
2025,3,PostBL,Magens Bay,3/19/25,300,Erin Hollander,6/18/25,6,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84,0,0,0,0,0,0,0,0,0,0,0.38,1.52,0,0,0,0,0,0,0,0,0,9.51,0,0,0,57.79,0,0,0,0,2.66,0,0,12.93,0,0,0,0,3.42,0,2.66,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,Savana,3/19/25,300,Adeline Shelby,6/20/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.35,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0.35,1.4,0,0,0,0,0,0,0,0,0,20.63,0,0,2.8,19.58,0,0,0.7,0,0,0,0,46.85,0,0,2.1,0,1.05,0,2.1,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,Savana,3/19/25,280,Adeline Shelby,6/20/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0.37,0,0,0,0,0,0,0,24.54,0,0,0.73,12.82,0,0,1.83,0,0,0,0,46.52,0,0,2.93,0,3.66,0,0.73,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,Savana,3/19/25,280,Adeline Shelby,6/20/25,3,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,0,0,0,0,0,0,0,0,0,4.92,0,0,0,0,0,0,0,0,0,20.45,0,0,2.65,22.35,0,0,4.92,0,0,0,0,35.98,0,0,0,0,3.41,0,1.89,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,Savana,3/19/25,240,Adeline Shelby,6/20/25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.88,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0.44,0,30.4,0,0,0.88,2.2,0,0,19.82,0,0,0,0.44,34.8,0,0,0,0,1.76,0,3.52,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,Savana,3/19/25,240,Adeline Shelby,6/20/25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0.95,0,0.47,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0.95,0,36.97,0,0,4.74,2.84,0,0.95,10.43,0,0,0,0,23.7,0,0,1.9,0,8.06,0,3.79,,0.47,0,0,0,0,0,0,0,100,
2025,3,PostBL,Savana,3/19/25,320,Adeline Shelby,6/20/25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.33,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,27.96,0,0,10.86,5.26,0,0,11.18,0,0.66,0,0,32.24,0,0,0,0,5.26,0,4.28,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,Buck Island STT,3/20/25,280,Adeline Shelby,5/30/25,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,1.13,3.01,0,0,0,0,0,0,0,1.13,0,30.08,0,0,18.42,13.53,0,0.75,2.26,0,2.63,0,0,12.41,0,0,0,0,5.64,0.38,5.26,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,Buck Island STT,3/20/25,320,Adeline Shelby,5/30/25,2,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0.65,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,3.92,0,0,0,0,0,0,0,0,0,24.84,0,0,15.69,16.01,0,0,3.92,0,2.94,0,0,13.07,0,0,0,0,5.56,0,6.86,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,Buck Island STT,3/20/25,340,Adeline Shelby,5/30/25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.62,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,2.15,0,0,0,0,0,0,0,0,0,29.85,0,0,10.77,17.23,0,0,6.15,0,2.46,0,0,13.54,0,0,0,0,6.15,0,4.31,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,Buck Island STT,3/20/25,360,Erin Hollander,6/12/25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.58,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0.29,0.29,0,0,0,0,0,0,0,0,48.13,0,0,8.65,1.15,0,4.03,3.46,0,0.86,0,0,16.43,0,0,0,0,10.09,0,2.02,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,Buck Island STT,3/20/25,300,Erin Hollander,6/12/25,5,0,0,0,0,0,0,0.74,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,1.47,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0.74,0,0,0,0,0,0,0,0,0,54.04,0,0,19.12,1.84,0,2.21,0.74,0,5.88,0,0,5.15,0,0,0,0,2.21,0,1.1,,0.74,0,0,0,0,0,0,0,100,
2025,3,PostBL,Buck Island STT,3/20/25,380,Erin Hollander,6/12/25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,1.13,0,0,0,0.28,2.82,0.28,0,0,0,0,0,0,0,0.85,0,37.85,0,0,9.6,1.69,0,5.65,5.65,0,0,0,0,25.99,0,0,0,0,4.8,0,0.85,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,Seahorse Cottage Shoal,3/20/25,400,Adeline Shelby,6/20/25,1,0,0,0,0,0.52,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0.26,0,0,0,0,0,0,0,0,0,0.78,2.34,0.52,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,2.6,2.6,0,0,0,0,0,0,0,0,0,1.56,1.82,0,0,0,0,0,0,0,1.3,0,34.29,0,0,9.35,24.16,0,0,3.12,0,0,0,0,10.13,0,0,0,0,0,0,2.34,,0.26,0,0,0,0,0,0,0,100,
2025,3,PostBL,Seahorse Cottage Shoal,3/20/25,460,Adeline Shelby,6/20/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0.46,4.82,0,0,0,0,0,0,0,0.69,0,33.49,0,0,7.57,17.66,0,0,9.63,0,0,0,0,13.99,0,0,0,0,0,0,3.67,,1.38,0,0,0,0,0,0,0,100,
2025,3,PostBL,Seahorse Cottage Shoal,3/20/25,440,Adeline Shelby,6/20/25,3,0,0,0,0,0.24,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,1.2,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,4.32,8.63,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0.48,0,35.73,0,0,3.84,21.34,0,0,3.84,0,0,0,0,9.11,0,0,0,0,6,0,2.4,,0.24,0,0,0,0,0,0,0,100,
2025,3,PostBL,Seahorse Cottage Shoal,3/20/25,340,Erin Hollander,6/21/25,4,0,0,0,0,0,0,1.54,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.31,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,2.16,6.48,0,0,0,0,0,0,0,0,0,0.93,3.4,0,0,0,0,0,0,0,0.93,0,48.15,0,0,21.6,0.93,0,2.78,1.85,0,0,0,0,4.01,0,0,0.31,0,0.31,0,0.93,,1.54,0,0,0,0,0,0,0,100,
2025,3,PostBL,Seahorse Cottage Shoal,3/20/25,340,Erin Hollander,6/21/25,5,0,0,0,0,0,0,0.62,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,1.24,2.48,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.62,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,1.55,0,50.62,0,0,14.91,1.86,0,3.42,0.93,0,0,0,0,12.11,0,0,0,0,2.48,0,2.17,,0.31,0,0,0,0,0,0,0,100,
2025,3,PostBL,Seahorse Cottage Shoal,3/20/25,380,Erin Hollander,6/21/25,6,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.84,0,0,0,0,0,0,0,0,0,1.12,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.28,5.59,0,0,0,0,0,0,0,0,0,0.56,0.56,0,0,0,0,0,0,0,1.68,0,48.88,0,0,22.35,2.23,0,3.63,0.56,0,0.28,0,0,7.26,0,0,0,0,0.28,0,0.84,,0.84,0,0,0,0,0,0,0,100,
2025,3,PostBL,Meri Shoal,3/21/25,260,Adeline Shelby,6/24/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0.4,1.2,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0.8,0,2.81,0,0,59.04,14.46,0,0,4.02,0,0,0,0,12.45,0,0,0,0,0,0,0.4,,1.61,0,0,0,0,0,0,0,100,
2025,3,PostBL,Meri Shoal,3/21/25,300,Adeline Shelby,6/24/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,1.42,1.06,1.06,0,0,0,0,0,0,0.71,0.35,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,1.06,0,2.84,0,0,56.74,11.7,0,0,3.9,0,0,0,0,14.18,0,0,0,0,0,0,3.55,,1.06,0,0,0,0,0,0,0,100,
2025,3,PostBL,Meri Shoal,3/21/25,340,Adeline Shelby,6/24/25,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.42,0.3,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,1.21,0,3.32,0,0,52.87,10.57,0,0,1.81,0,0,0,0,20.24,0,0,0,0,0,0,3.32,,0.3,0,0,0,0,0,0,0,100,
2025,3,PostBL,Meri Shoal,3/21/25,280,Erin Hollander,6/24/25,4,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,2.36,0,1.97,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,2.36,0,1.97,0,0,68.9,0,0,0,4.33,0,0,0,0,13.78,0,0,0,0,0,0,1.18,,1.57,0,0,0,0,0,0.39,0,100,
2025,3,PostBL,Meri Shoal,3/21/25,300,Erin Hollander,6/24/25,5,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,2.17,0,3.61,0,0,65.7,0,0,0.72,5.05,0,0,0,0,16.61,0,0,0,0,0,0,0.36,,1.81,0,0,0,0,0,0,0,100,
2025,3,PostBL,Meri Shoal,3/21/25,340,Erin Hollander,6/24/25,6,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.66,1.64,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0.99,0,3.95,0,0,75.66,0.33,0,1.32,2.96,0,0,0,0,8.22,0,0,0,0,0,0,0.33,,1.32,0,0,0,0,0,0,0,100,
2025,3,PostBL,St James,3/23/25,300,Adeline Shelby,6/21/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,1.39,0,0,0,0,0,0,0,0,0,48.43,0,0,0.7,23.34,0,0,4.53,0,0.35,0,0,10.45,0,0,0,0,2.79,0,3.14,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,St James,3/23/25,340,Adeline Shelby,6/21/25,2,0,0,0,0,0.92,0,0.61,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,3.07,0,0,0,0,0,0,0,0.92,0,39.26,0,0,3.07,21.78,0,0,5.83,1.23,0,0,0,13.19,0,0,0,0,4.91,0.31,2.15,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,St James,3/23/25,320,Adeline Shelby,6/21/25,3,0,0,0,0,1.6,0,0.32,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.32,0,0,0,0,1.6,1.92,0,0,0,0,0,0,0,0,0,41.99,0,0,2.24,18.59,0,0,8.01,0.64,0,0,0,13.78,0,0,0,0,4.49,0,3.21,,0.32,0,0,0,0,0,0,0,100,
2025,3,PostBL,St James,3/23/25,340,Erin Hollander,6/22/25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0.61,1.53,0.31,0,0,0,0,0,0,0.92,0,58.9,0,0,9.2,4.6,0,1.23,1.84,1.84,0,0,0,11.66,0,0,0,0,3.37,0,3.07,,0,0,0,0,0,0,0,0,100,
2025,3,PostBL,St James,3/23/25,340,Erin Hollander,6/22/25,5,0,0,0,0,0,0,0.62,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0.31,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,2.46,1.85,0.31,0,0,0,0,0,0,0.31,0,56.62,0,0,15.69,3.08,0,2.46,0,3.08,0.62,0,0,6.77,0,0,0,0,1.23,0.31,1.23,,0.62,0,0,0,0,0,0,0,100,
2025,3,PostBL,St James,3/23/25,300,Erin Hollander,6/22/25,6,0,0,0,0,0,0,0.7,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,1.39,0,0,0,0,0.7,1.74,0,0,0,0,0,0,0,0,0,59.58,0,0,8.36,4.18,0,3.14,0.35,4.88,0.7,0,0,11.5,0,0,0,0,1.05,0,1.05,,0,0,0,0,0,0,0,0,100,
