"colony_id","location","surveyyear","period","method","transect","species","category","code","code_meaning","extent","notes"
"250326BPTT2091633","Black Point",2025,"PBL","belt-50cm","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",10,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091634","Black Point",2025,"PBL","belt-50cm","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",10,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091635","Black Point",2025,"PBL","belt-50cm","2","Porites porites","Macroalgae","DICT","Dictyota spp.",5,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091636","Black Point",2025,"PBL","belt-50cm","2","Siderastrea siderea","Cyanobacteria","CYAN","Cyanobacteria",5,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091637","Black Point",2025,"PBL","belt-50cm","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",2,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091638","Black Point",2025,"PBL","belt-50cm","2","Orbicella species complex","Sponge","ICING","Icing sponge",1,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091639","Black Point",2025,"PBL","belt-50cm","2","Porites astreoides","Cyanobacteria","CYAN","Cyanobacteria",20,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091639","Black Point",2025,"PBL","belt-50cm","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",20,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091640","Black Point",2025,"PBL","belt-50cm","2","Orbicella species complex","Sponge","SPO","Sponge",2,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091641","Black Point",2025,"PBL","belt-50cm","2","Orbicella species complex",NA,NA,NA,0,NA
"250326BPTT2091642","Black Point",2025,"PBL","belt-50cm","2","Orbicella faveolata","Macroalgae","DICT","Dictyota spp.",10,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091643","Black Point",2025,"PBL","belt-50cm","2","Siderastrea siderea",NA,NA,NA,0,NA
"250326BPTT2091644","Black Point",2025,"PBL","belt-50cm","2","Siderastrea siderea",NA,NA,NA,0,NA
"250326BPTT2091645","Black Point",2025,"PBL","belt-50cm","2","Agaricia humilis","Macroalgae","DICT","Dictyota spp.",20,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091646","Black Point",2025,"PBL","belt-50cm","2","Porites astreoides","Macroalgae","FIL","Filamentous turf",20,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091647","Black Point",2025,"PBL","belt-50cm","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",10,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091648","Black Point",2025,"PBL","belt-50cm","2","Orbicella faveolata","Macroalgae","DICT","Dictyota spp.",8,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091649","Black Point",2025,"PBL","belt-50cm","2","Orbicella faveolata",NA,NA,NA,0,NA
"250326BPTT2091650","Black Point",2025,"PBL","belt-50cm","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",5,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091651","Black Point",2025,"PBL","belt-50cm","2","Orbicella franksi",NA,NA,NA,0,NA
"250326BPTT2091652","Black Point",2025,"PBL","belt-50cm","2","Porites astreoides",NA,NA,NA,0,NA
"250326BPTT2091653","Black Point",2025,"PBL","belt-50cm","2","Montastraea cavernosa","Macroalgae","DICT","Dictyota spp.",2,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091654","Black Point",2025,"PBL","belt-50cm","2","Montastraea cavernosa","Sponge","SPO","Sponge",2,"changed the first PAST from 9 cm to 8cm for length. PAST with the measurements (7,5,3 cm), there's no 3 on the data sheet for height, the box is empty - ALS"
"250326BPTT2091655","Black Point",2025,"PBL","belt-50cm","2","Porites astreoides",NA,NA,NA,0,NA
"250326BPTT2091656","Black Point",2025,"PBL","belt-50cm","2","Orbicella species complex",NA,NA,NA,0,NA
"250326BPTT2091657","Black Point",2025,"PBL","intercept","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",1,"PAST with measurements of (13,12,3cm) changed DICT from 10 to 40 (looks like a 4 and not a 1 on scanned data sheet) -ALS"
"250326BPTT2091657","Black Point",2025,"PBL","intercept","2","Porites astreoides","Sponge","SPO","Sponge",6,"PAST with measurements of (13,12,3cm) changed DICT from 10 to 40 (looks like a 4 and not a 1 on scanned data sheet) -ALS"
"250326BPTT2091657","Black Point",2025,"PBL","intercept","2","Porites astreoides","Sponge","ENSP","Encrusting sponge",1,"PAST with measurements of (13,12,3cm) changed DICT from 10 to 40 (looks like a 4 and not a 1 on scanned data sheet) -ALS"
"250326BPTT2091658","Black Point",2025,"PBL","intercept","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",2,"PAST with measurements of (13,12,3cm) changed DICT from 10 to 40 (looks like a 4 and not a 1 on scanned data sheet) -ALS"
"250326BPTT2091659","Black Point",2025,"PBL","intercept","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",40,"PAST with measurements of (13,12,3cm) changed DICT from 10 to 40 (looks like a 4 and not a 1 on scanned data sheet) -ALS"
"250326BPTT2091660","Black Point",2025,"PBL","intercept","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",30,"PAST with measurements of (13,12,3cm) changed DICT from 10 to 40 (looks like a 4 and not a 1 on scanned data sheet) -ALS"
"250326BPTT2091661","Black Point",2025,"PBL","intercept","2","Siderastrea siderea","Cyanobacteria","CYAN","Cyanobacteria",5,"PAST with measurements of (13,12,3cm) changed DICT from 10 to 40 (looks like a 4 and not a 1 on scanned data sheet) -ALS"
"250326BPTT2091662","Black Point",2025,"PBL","intercept","2","Acropora palmata","Cyanobacteria","CYAN","Cyanobacteria",20,"PAST with measurements of (13,12,3cm) changed DICT from 10 to 40 (looks like a 4 and not a 1 on scanned data sheet) -ALS"
"250326BPTT2092411","Black Point",2025,"PBL","belt-50cm","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",6,"green"
"250326BPTT2092412","Black Point",2025,"PBL","belt-50cm","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",8,"green"
